http://participants-area.bioasq.org/MRQA2019/	2666134	d8f237baea33bd0f4a664ef37ccd893cc682fd9458383dc1d1b8eb4685bb9efc	BioASQ.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/DROP.jsonl.gz	592127	3f7b6b8131cd523d4451e98cf24adc53a92519763597261d28ae83f3920849ab	DROP.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/DuoRC.ParaphraseRC.jsonl.gz	1197881	aeb8b9a31044be2ba3d62a456d61b2d447ff76dabe6fa77260b6efed0fb4c010	DuoRC.ParaphraseRC.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/HotpotQA.jsonl.gz	10029807	43bb9291525d8b59229ba327b67cca42f0a9c23798c455f6fbe813e9979cca84	HotpotQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/NaturalQuestionsShort.jsonl.gz	10424248	2ba8b2181b520f81b49d62c0e4a23819f33d5dec0e8cf4a623edcda0feb73530	NaturalQuestionsShort.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/NewsQA.jsonl.gz	3142984	66bfb10cab2029bbc7d1afaece20c35fac341b1c179d15b70fde22a207f096ae	NewsQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/RACE.jsonl.gz	1563018	c620ca043c78504ea02d1cef494207c6c76a5e5dedd7976f5fed5eb9724864b8	RACE.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/RelationExtraction.jsonl.gz	850817	845668398356208246605fa1f363de63b45848c946d56514edcc8d00d12530ea	RelationExtraction.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/SQuAD.jsonl.gz	3474262	5afa4b088adf297fc29374ddf2d44d974b8837380e2554e62edf258fee5c32ee	SQuAD.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/SearchQA.jsonl.gz	92526612	c84d2cc02cac5aa9d576ce1cd22900e9d75fe8a37bc795901c36cae6ef9e5ff0	SearchQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/TextbookQA.jsonl.gz	1881401	1e861f197e739ead1947c60fa0917a02205dd48a559502194d7085ccd8608b64	TextbookQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/dev/TriviaQA-web.jsonl.gz	44971198	faf8add436de5a5fa81071a4e7190850d7e9a20acc811439e8a127ba8ec25640	TriviaQA-web.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/HotpotQA.jsonl.gz	107394872	3a94712c073dc9f29d88ac149faa01ef9c7c089f97ee25d9cbac39387550825d	HotpotQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/NaturalQuestionsShort.jsonl.gz	116612493	6cdac324664b94b60be3203a077bf361d0bfa68a17af9b71def1186a6958a68c	NaturalQuestionsShort.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/NewsQA.jsonl.gz	56451248	f1ccbf2d259ce1094aacde21a53592894248e5778814205dac94f0b086dbe968	NewsQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/SQuAD.jsonl.gz	27621835	b094703b9c6f740cc2dfd70b3201b833553fcec0c8a522f22c2c6ff82ce2cc78	SQuAD.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/SearchQA.jsonl.gz	641332495	32cda932667b7b65ab3079a8271d4e5726b4b989d0b862b25c77eb03a661b609	SearchQA.jsonl.gz
https://s3.us-east-2.amazonaws.com/mrqa/release/v2/train/TriviaQA-web.jsonl.gz	356784923	61fad6884370408282ad3ed0b5f25a9e932d9a724b6929ea03ea5344ff0cd3f7	TriviaQA-web.jsonl.gz
